id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,username
771,44,69,1975,9,Male,919 Lafayette Drive,42.33,-122.79,$18961,$38661,$88636,765,3,Eric Dennis
520,45,66,1974,4,Male,3346 Hillside Street,40.26,-75.74,$28278,$57658,$74288,766,5,Dustin Fields
288,45,69,1974,5,Female,9891 Valley Drive,33.17,-90.48,$10909,$22249,$20420,789,3,Danielle Andrews
1979,38,68,1982,2,Female,731 Lincoln Boulevard,26.37,-80.1,$31706,$64647,$58250,738,4,Monica Martinez
1253,32,64,1987,10,Female,1782 South Boulevard,41.44,-73.04,$28814,$58749,$113308,768,6,Rebekah Spencer
311,46,68,1973,12,Female,8070 Mill Lane,37.18,-113.6,$14470,$29510,$47153,752,4,Allison Odonnell
1346,53,65,1966,3,Female,696 Oak Boulevard,36.81,-119.75,$17985,$36672,$99454,655,2,Becky Sullivan
1622,41,61,1979,1,Female,1063 Federal Boulevard,42.15,-71.13,$38878,$79271,$211919,759,1,Sarah Norman
852,35,68,1985,1,Female,955 11th Street,29.82,-82.59,$19693,$40156,$70128,738,3,Cheyenne Orr
1394,30,58,1989,4,Female,341 Hill Drive,38.63,-90.24,$28373,$57853,$131828,558,4,Stephanie Roberts
957,73,64,1946,9,Female,862 Martin Luther King Drive,39.17,-77.26,$33637,$37789,$24575,605,3,Ashley Rodriguez
515,61,63,1958,10,Male,9525 First Boulevard,32.51,-94.76,$20531,$41865,$60911,676,4,Dr. Roger Edwards
1303,66,69,1953,3,Male,602 First Street,41.31,-81.85,$30381,$61937,$138153,684,7,Michael Roy
1287,32,67,1987,7,Female,698 11th Lane,35.55,-77.05,$15827,$32274,$72974,545,1,Alyssa Vaughan
296,48,71,1971,3,Male,9570 North Drive,40.81,-74.1,$37170,$75785,$117920,814,3,Richard Johnson
1059,50,64,1969,4,Male,9762 Pine Street,35.43,-82.5,$22345,$45560,$79660,644,3,Jeremy Dunn
1378,46,67,1973,3,Female,778 Main Avenue,44.27,-88.34,$20013,$40810,$65643,614,4,Victoria Matthews
1297,58,67,1961,11,Male,669 Wessex Lane,34.99,-92.63,$18817,$38371,$50530,703,3,Kevin Sanchez
1727,46,67,1973,10,Female,31 Oak Avenue,34.0,-81.03,$23917,$48762,$143208,771,6,Veronica Elliott
310,26,61,1994,2,Male,4840 Summit Lane,38.72,-121.0,$28660,$58435,$134789,666,2,Anthony Owens
673,48,68,1971,7,Male,1772 Essex Boulevard,37.27,-79.88,$19188,$39124,$66231,722,4,Jason Harris
1283,50,65,1970,1,Male,720 Seventh Avenue,45.64,-122.37,$31226,$63673,$147913,591,4,Nathan Young
1239,34,65,1985,11,Female,5449 Lexington Drive,33.78,-117.93,$18679,$38081,$28613,811,4,Janice Alvarez
1691,23,61,1996,11,Female,5459 El Camino Avenue,35.12,-81.51,$14443,$29450,$36002,692,1,Kathy Flores
1078,56,65,1963,12,Female,291 Seventh Drive,40.6,-88.98,$28237,$57576,$161107,589,2,Maria Campos
124,31,70,1988,8,Female,9833 Forest Street,34.6,-98.42,$16829,$34311,$6971,680,4,Alexis Simon
99,63,65,1956,11,Female,891 El Camino Lane,26.23,-80.13,$26530,$54095,$76109,753,3,Karen Harris
1722,24,65,1995,9,Female,162 Rose Drive,37.96,-121.26,$12089,$24648,$32962,600,1,Beth Allen
562,37,61,1982,8,Female,1059 Elm Avenue,39.95,-104.9,$32793,$66863,$89031,673,1,Denise Taylor
750,61,68,1959,1,Female,475 Oak Boulevard,35.19,-80.83,$14793,$30165,$36972,694,2,Isabella Lopez
1223,53,67,1966,6,Male,822 Ocean Street,41.8,-87.92,$92938,$189490,$448929,717,3,Luis Sanchez
1319,19,68,2000,3,Female,671 George Drive,38.2,-84.55,$23827,$48582,$189348,546,1,Jill Wallace MD
575,84,65,1935,12,Male,6478 Valley Stream Avenue,40.15,-74.85,$23207,$26476,$406,813,5,Brandon Reilly
428,39,69,1980,11,Male,6405 Fifth Avenue,42.99,-71.45,$27706,$56486,$116394,689,2,Mr. Michael Anderson Jr.
828,59,71,1960,3,Female,85 Littlewood Avenue,29.45,-98.5,$17609,$35906,$69819,659,3,Monica King
1580,19,61,2000,4,Female,528 Spruce Lane,41.6,-87.05,$27261,$55587,$151141,621,2,Emily Jones
1570,21,67,1998,4,Female,100 Seventh Drive,45.93,-88.25,$18016,$36733,$0,761,3,Kathy Owens
846,48,66,1971,11,Female,58 Catherine Drive,41.26,-96.01,$33232,$67761,$0,745,4,Toni Drake
666,57,56,1963,2,Male,919 Lafayette Avenue,35.85,-86.39,$22760,$36282,$14141,725,1,Johnny Richardson
335,46,68,1973,7,Female,75 Birch Lane,26.74,-80.12,$27696,$56467,$66565,688,3,Laura Sherman
639,55,73,1965,2,Female,82 Jefferson Avenue,41.12,-83.01,$18462,$37645,$46298,654,4,Megan Cox
386,48,64,1971,11,Male,3034 Third Boulevard,42.26,-71.8,$24506,$49967,$62509,655,1,Allen Chung
886,20,67,1999,11,Male,189 Ninth Lane,40.17,-74.91,$31656,$64548,$14864,726,1,Michael Brown
297,20,66,1999,9,Male,354 Main Drive,37.91,-76.47,$13938,$28421,$77772,738,1,Eric Patel
1860,33,65,1986,6,Female,689 Littlewood Lane,34.48,-87.28,$17271,$35213,$87653,719,3,Terri Mendoza
581,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,$14696,$29962,$55000,684,3,Matthew Davis
1910,49,59,1970,5,Male,710 North Lane,27.48,-82.57,$17590,$35868,$48465,562,4,Shannon Smith
731,31,73,1988,7,Male,5558 Littlewood Avenue,40.32,-118.2,$18734,$38193,$39874,703,3,William Jimenez
21,48,66,1972,2,Male,819 Park Boulevard,39.47,-87.38,$21131,$43084,$0,850,3,John Carr
273,42,72,1977,4,Female,849 Norfolk Lane,41.16,-80.56,$18351,$37415,$66403,665,1,Denise Goodman
63,40,64,1979,12,Male,390 Tenth Street,40.72,-74.17,$17370,$35418,$51741,660,6,John Klein
786,18,62,2002,2,Male,4279 West Boulevard,34.9,-79.01,$15331,$31259,$40701,798,2,Sean Oliver
1886,26,66,1993,12,Male,6693 George Drive,47.44,-122.28,$20233,$41255,$85439,683,2,Thomas Murphy
103,41,71,1978,3,Female,8 Tenth Drive,35.82,-78.65,$17056,$34774,$78060,850,5,Brooke Jones
1193,90,75,1929,11,Female,6245 River Lane,41.69,-73.92,$27934,$51717,$418,717,5,Maria Washington
585,52,62,1967,9,Male,5581 Federal Street,30.11,-97.3,$20346,$41483,$64715,584,1,Brian Hernandez
1532,28,65,1991,3,Female,99 El Camino Drive,39.53,-79.01,$17079,$34825,$65082,759,1,Ruth Chase
1958,51,72,1969,2,Male,2994 Tenth Lane,35.05,-78.87,$18316,$37346,$64030,680,5,James Cochran
744,58,67,1961,10,Female,927 Ocean View Drive,25.77,-80.2,$21923,$44699,$21685,842,5,Amy Mayo
1836,35,73,1984,10,Male,356 Mill Street,28.92,-81.92,$8491,$17316,$26872,748,1,Walter Jones
477,57,67,1962,3,Male,45 Maple Lane,44.75,-68.67,$24259,$49467,$77465,697,5,Vincent Garcia
1713,18,68,2001,11,Female,3395 Spruce Drive,39.1,-94.62,$16795,$34242,$0,837,1,Sarah Robinson
1506,25,63,1994,10,Male,2800 Third Drive,33.52,-86.79,$34578,$70502,$90003,614,2,Jason Ramsey
357,59,67,1960,9,Female,645 Catherine Lane,42.35,-71.06,$39312,$80156,$61817,735,4,Laura Baldwin
535,51,63,1968,12,Female,1248 Second Drive,41.53,-72.79,$24393,$49737,$136056,643,1,Mrs. Carolyn Martin
778,60,60,1959,12,Male,700 Lexington Avenue,40.52,-81.47,$18794,$31003,$23000,699,3,Richard Olson
950,23,66,1996,9,Female,9264 Norfolk Lane,28.5,-81.37,$14405,$29376,$51428,629,1,Tammy Leonard
1080,56,63,1963,11,Female,4581 Eighth Boulevard,32.19,-83.17,$14425,$29413,$46043,703,2,Linda Bishop
1197,28,64,1992,1,Female,146 Lafayette Drive,45.79,-122.69,$27308,$55684,$114269,722,3,Denise Bailey
711,39,60,1980,10,Male,6757 Eighth Avenue,39.01,-89.78,$20056,$40894,$51844,657,1,Brandon Hunter
1731,64,66,1956,1,Female,599 First Drive,34.14,-117.45,$23172,$47242,$62224,704,6,Crystal Johnson
451,65,67,1954,12,Male,654 Birch Lane,41.26,-96.01,$14199,$28951,$56777,711,2,Timothy Mendoza
1290,53,68,1966,6,Male,6223 Lexington Drive,33.1,-96.66,$32580,$66428,$197102,669,2,Jim King
1817,52,64,1968,2,Female,25622 Lake Street,29.55,-95.27,$36253,$73920,$166395,683,1,Sabrina Cole
56,22,73,1998,2,Female,5762 River Lane,40.76,-111.84,$10539,$21490,$32587,682,2,Susan Mitchell
1383,68,64,1951,4,Female,315 Norfolk Lane,42.39,-71.1,$31849,$59938,$36978,670,1,Tracy Wilson
1915,54,65,1965,6,Male,758 Sixth Boulevard,41.32,-74.18,$25534,$52062,$97881,775,4,Richard James
1882,58,65,1961,10,Male,860 Maple Avenue,37.59,-122.06,$29097,$59322,$145137,694,3,Dennis Barnes
1467,26,69,1993,9,Female,229 Norfolk Street,42.58,-83.14,$26120,$53254,$131334,736,1,Michele Smith
1791,61,67,1958,11,Male,4975 Madison Boulevard,39.77,-86.14,$16045,$32716,$46919,593,3,John Brown
447,79,68,1940,3,Male,5336 Tenth Drive,43.22,-86.25,$19131,$30977,$21507,796,5,Gregory Coleman
1640,67,71,1952,10,Female,311 Washington Lane,41.89,-84.04,$17144,$34954,$5942,729,3,Laura Stewart
636,47,69,1973,2,Female,1342 Hill Lane,41.83,-87.68,$11951,$24372,$63295,793,4,Jamie Foster
782,51,66,1968,7,Female,2554 11th Lane,41.28,-84.36,$18229,$37169,$93844,722,3,Jeanne Garcia
316,36,69,1983,8,Male,995 Martin Luther King Street,29.76,-95.38,$19554,$39871,$73726,719,4,Darrell Carson
1192,44,68,1976,2,Female,1450 Rose Drive,44.22,-93.44,$19630,$40026,$70877,768,1,Tammy King
787,19,67,2000,3,Female,762 Lake Drive,29.61,-95.61,$35183,$71740,$38238,767,2,Shannon Martinez
251,21,66,1998,8,Male,72834 Grant Boulevard,40.7,-73.61,$20152,$41087,$22720,695,2,Paul Espinoza
1351,18,55,2001,12,Female,892 Third Boulevard,61.14,-149.76,$28730,$58579,$94998,808,1,Robin Rodriguez
490,86,68,1933,9,Male,90 Lexington Drive,29.45,-98.5,$29557,$33426,$1852,699,4,Michael Hahn
1935,23,65,1997,2,Female,98 Mountain View Drive,30.21,-92.02,$22001,$44862,$78350,750,3,Samantha Avery
387,34,65,1985,10,Male,8229 Bayview Avenue,41.4,-82.23,$22261,$45388,$64749,723,1,John Cobb
869,73,68,1946,9,Male,9355 Ocean View Drive,33.85,-84.22,$22682,$34220,$0,745,5,Allen Turner
1865,19,66,2000,9,Male,616 Catherine Avenue,40.04,-75.42,$58297,$118862,$276156,782,1,Brent Bowers
268,20,62,1999,9,Female,825 Norfolk Drive,43.02,-78.75,$29558,$60265,$80939,582,3,Jessica Atkins
1124,45,66,1974,3,Male,8385 Mill Boulevard,37.62,-83.41,$11644,$23740,$4313,841,3,Steven Lyons
721,39,67,1980,5,Male,9735 Birch Street,25.77,-80.2,$18828,$38386,$74820,850,6,Jason Burns
813,46,70,1973,6,Male,285 Washington Street,41.99,-71.5,$19065,$38872,$86648,585,1,Jeremy Davies
152,37,68,1982,3,Female,49 Tenth Street,33.72,-84.32,$24196,$49335,$51520,773,3,Mrs. Crystal Glover DDS
1896,50,79,1969,9,Female,6695 River Lane,41.91,-83.38,$19736,$40246,$74352,641,5,Kristy Thompson
1028,50,66,1970,1,Male,1012 Hill Drive,41.83,-87.68,$39789,$81122,$112394,682,5,David Howard
922,18,64,2001,4,Male,5819 Norfolk Drive,26.89,-82.05,$14352,$29265,$37375,647,1,Steve Hoffman
549,51,65,1968,4,Male,774 Wessex Lane,33.3,-111.74,$30557,$62304,$113416,719,4,Steven Medina
565,54,65,1965,10,Male,6721 Sussex Drive,32.98,-96.89,$21381,$43598,$15891,757,4,Stephen Jacobson
1980,54,63,1965,5,Male,990 West Street,29.37,-95.45,$22856,$46603,$57177,612,1,Robert Garza
1494,26,71,1993,3,Male,7703 Fourth Avenue,26.14,-80.13,$14191,$28931,$34511,711,4,David Anderson
1809,42,71,1977,9,Female,338 Bayview Lane,38.81,-77.72,$35905,$73208,$115827,664,6,Dr. Mary Small
637,42,68,1978,2,Female,794 Lake Street,40.98,-74.06,$37908,$77288,$46160,771,4,Janet Butler
1770,30,66,1989,9,Male,6657 West Street,26.61,-80.05,$18415,$37544,$15489,703,4,Kyle Gentry
527,58,65,1961,11,Male,217 Fifth Lane,40.99,-88.72,$19926,$40628,$66552,636,1,Kenneth Kennedy
1139,24,68,1995,4,Female,418 Elm Street,32.88,-84.67,$15433,$31469,$53555,645,1,Monica Jefferson
1459,53,65,1967,2,Male,9385 Birch Street,35.11,-106.62,$15385,$31369,$0,707,3,Andrew Ibarra
1544,36,65,1983,9,Female,7643 Martin Luther King Street,40.1,-84.62,$16351,$33339,$83353,679,2,Denise Fisher
1174,25,65,1994,11,Male,944 Lexington Boulevard,30.6,-87.34,$20273,$41338,$90737,772,1,Ryan Raymond
112,54,66,1965,12,Female,85 Lafayette Boulevard,43.98,-75.6,$17220,$35114,$24637,686,5,Rebekah Alexander
369,39,65,1980,9,Male,5193 East Street,38.22,-85.74,$25258,$51499,$7226,788,4,Austin Foster
994,85,67,1934,10,Female,577 12th Lane,40.09,-74.21,$13006,$9795,$396,771,7,Jennifer Harper DDS
1592,19,67,2000,9,Male,1317 Wessex Lane,37.5,-122.3,$46616,$95045,$132371,708,3,Jerry Keller
1029,66,72,1953,3,Male,9218 Martin Luther King Avenue,27.9,-81.97,$17944,$36589,$86573,676,3,Andrew Whitehead
1680,59,63,1960,11,Female,4701 Littlewood Drive,27.95,-82.48,$28916,$58959,$109358,598,2,Shannon Green
1052,61,61,1958,12,Male,363 Third Drive,37.99,-122.27,$25849,$28210,$22961,655,2,Benjamin Cox
494,39,68,1980,5,Male,700 Rose Avenue,39.09,-76.85,$27635,$56347,$32530,779,3,Andrew Woodard
94,59,72,1961,1,Female,704 Summit Drive,35.71,-81.15,$18029,$36760,$95755,593,2,Melanie Wells
425,38,67,1981,11,Male,8897 East Street,36.46,-121.82,$29174,$59482,$130605,688,4,Joshua Miranda
1720,55,60,1964,5,Female,4941 Ocean View Drive,32.75,-97.33,$12175,$24827,$60261,590,1,Sara Bailey
1699,67,65,1953,1,Female,9205 Summit Street,37.42,-121.94,$51631,$52929,$37514,737,7,Veronica Dalton
1495,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,$31114,$63433,$122550,770,7,Albert Davis
1005,21,67,1998,11,Male,78596 Birch Drive,29.76,-95.38,$19364,$39485,$144101,685,1,Justin Sweeney
439,33,59,1986,8,Female,142 Valley Drive,41.47,-87.05,$25472,$51938,$97252,697,2,Joanne Hoover
1285,68,53,1951,12,Female,6723 Maple Street,38.83,-77.21,$30622,$65298,$18684,524,2,Tina Hess
1973,58,65,1962,1,Female,501 Grant Lane,34.87,-85.5,$15950,$32520,$29433,731,4,Brandi Schmidt
448,41,63,1978,8,Male,992 Martin Luther King Avenue,41.48,-87.68,$19359,$39472,$82626,698,1,Ryan Vega
1907,37,66,1982,5,Female,4189 Birch Street,22.21,-159.41,$16898,$34457,$48966,666,2,Erin Wright
73,48,73,1971,12,Male,2193 Sixth Avenue,41.71,-73.96,$26227,$53478,$73030,674,3,Matthew Smith
1097,39,68,1980,10,Male,952 Mountain View Boulevard,43.95,-86.44,$15863,$32343,$59006,732,3,Kelly Lee
1644,83,65,1937,1,Male,637 Seventh Street,34.66,-83.09,$15406,$31943,$1248,686,6,Preston White
967,41,56,1978,10,Female,9413 12th Boulevard,43.28,-93.2,$16081,$32789,$47679,699,2,Alyssa Long
1929,29,64,1990,8,Male,1734 George Drive,37.72,-122.41,$20536,$41873,$76725,717,1,Fernando Lucas
1114,44,66,1976,1,Male,9900 Ninth Avenue,39.02,-86.93,$18204,$37115,$58438,685,3,Jason Contreras
1087,40,65,1979,12,Female,613 George Boulevard,37.53,-84.66,$15202,$30997,$81716,722,2,Maria Carr
95,25,67,1994,8,Female,157 Eighth Street,47.62,-122.16,$43432,$88554,$142154,701,2,Patty Griffith
1778,29,63,1990,3,Male,32595 River Drive,35.49,-119.3,$14556,$29682,$65845,659,2,Derek Evans
1031,61,68,1959,1,Male,6762 Second Street,39.75,-104.42,$26369,$53762,$37361,689,8,Christopher Herrera
788,19,66,2001,1,Female,534 Norfolk Lane,40.71,-73.99,$26718,$54477,$72241,802,2,Melissa Carter
728,30,67,1989,7,Female,385 Grant Street,39.08,-94.35,$16224,$33076,$50117,721,3,Shelly Vargas
1639,58,67,1961,5,Male,1034 Pine Boulevard,42.12,-80.08,$24324,$49595,$68057,676,1,John Watkins
1587,31,67,1988,12,Male,8803 Washington Boulevard,42.18,-70.73,$40226,$82019,$64583,695,3,Terrance Lambert
1883,76,66,1943,5,Male,3462 Ocean Boulevard,38.49,-121.53,$26815,$51942,$22839,723,4,John Paul
712,74,67,1945,3,Female,54 Lafayette Street,32.63,-117.05,$20102,$29130,$8746,720,5,Christine Reyes
1414,71,66,1948,8,Female,5822 Fourth Boulevard,38.35,-81.63,$16835,$13937,$3854,783,4,Angela Baird
243,20,63,1999,3,Male,592 Hillside Drive,41.84,-87.79,$18714,$38158,$80609,666,1,Jason Hernandez
146,47,67,1972,7,Female,45 Ocean Lane,41.85,-88.3,$33701,$68710,$201796,717,3,Monica Duke
715,37,75,1983,1,Female,94 Ocean Avenue,41.76,-88.15,$49195,$100303,$53919,821,2,Ariel Wilkins
1489,58,65,1961,11,Female,9191 Main Avenue,43.03,-71.07,$25001,$50980,$87715,691,1,Nancy Fitzgerald
1232,18,69,2002,1,Male,5504 Spruce Drive,42.4,-96.35,$22958,$46810,$0,747,2,Craig Bradford
842,61,65,1959,2,Male,945 Third Avenue,47.58,-122.03,$50607,$103185,$206422,564,1,John Keith
486,23,71,1996,4,Male,938 Maple Boulevard,36.25,-115.08,$22907,$46704,$91946,810,1,Jason Garcia
763,35,61,1985,1,Male,583 Seventh Street,39.99,-75.27,$50579,$103126,$130160,642,1,Terry Phelps
154,48,61,1971,6,Male,8993 Madison Avenue,34.93,-78.72,$18376,$37468,$73448,666,3,Albert Stevens
704,51,67,1968,7,Female,6840 North Lane,41.2,-73.73,$55274,$112695,$35135,840,6,Alicia Noble
1409,23,65,1996,5,Male,512 Tenth Street,42.77,-86.1,$21668,$44181,$82622,701,1,Sean Alexander
1601,26,65,1993,5,Female,388 Third Street,41.31,-73.84,$33263,$67820,$86177,628,2,Jennifer Fischer
729,80,67,1939,4,Female,499 Lafayette Lane,40.28,-86.51,$16421,$24884,$1828,850,6,Emily Thompson
1016,41,53,1978,8,Female,165 Fourth Street,32.95,-117.19,$0,$553,$740,719,3,Julia Lopez
1214,40,64,1979,11,Male,83302 Valley Stream Lane,42.06,-71.24,$35544,$72470,$133421,711,2,Cory Herring
1760,35,66,1984,11,Female,610 Lake Drive,39.16,-89.48,$17696,$36081,$118151,682,2,Victoria Johnson DDS
927,37,68,1982,6,Male,13 Federal Street,42.48,-71.15,$29122,$59375,$0,729,2,William Adkins
1667,18,70,2002,2,Male,18 Bayview Avenue,34.82,-89.98,$23782,$48491,$158871,588,1,Cody Santiago
1796,60,67,1959,4,Female,89075 Spruce Drive,38.56,-86.61,$15138,$30867,$12686,794,3,Danielle Griffin
179,33,67,1986,5,Female,906 Little Creek Drive,34.98,-80.54,$19605,$39974,$64403,652,2,Amanda Bailey
395,39,72,1981,2,Male,1105 Wessex Avenue,32.69,-97.12,$24331,$49611,$110543,739,4,Adam Weber
513,24,69,1995,10,Male,841 Spruce Drive,30.5,-90.46,$17584,$35856,$73257,712,4,Joshua Howard
187,35,72,1984,9,Female,707 Elm Boulevard,37.77,-79.99,$17537,$35760,$62768,830,1,Kimberly Myers
491,40,69,1979,6,Male,2336 George Drive,34.83,-82.37,$13249,$27013,$58806,651,3,Alexis Porter
1153,63,62,1956,4,Male,690 Catherine Street,39.69,-104.81,$24849,$58006,$20196,774,1,Stephen Wolfe
377,80,67,1940,1,Female,305 Pine Avenue,47.39,-122.26,$24884,$39110,$363,750,5,Claire Sharp
850,38,66,1981,12,Female,422 Burns Street,37.98,-85.71,$19661,$40087,$17392,712,2,Barbara Alexander
1186,46,65,1973,10,Male,12067 Federal Boulevard,39.95,-75.16,$17603,$35891,$87749,577,3,Jason Castaneda
1694,83,65,1936,3,Female,480 Catherine Drive,41.09,-73.55,$37213,$74753,$1585,726,5,Laura Perry
716,31,70,1988,5,Male,1495 Elm Boulevard,33.92,-116.83,$13002,$26511,$21869,769,6,Daniel Cabrera
1131,76,69,1943,4,Male,2609 Plum Drive,38.88,-94.81,$28490,$19682,$0,683,4,Matthew Vargas
1719,81,64,1938,9,Female,678 Park Drive,25.77,-80.2,$19386,$23217,$2559,616,3,Felicia Ashley
254,30,66,1989,5,Male,323 Eighth Drive,40.02,-105.25,$33151,$67589,$0,734,3,Robert Huynh
226,30,68,1989,8,Male,4262 Madison Drive,42.62,-70.86,$45596,$92960,$64167,724,3,Andrew Odonnell
1307,52,61,1967,4,Female,2332 Elm Lane,37.89,-122.03,$42685,$87030,$156474,646,5,Tiffany Hicks
1095,72,66,1948,2,Male,493 South Street,40.7,-73.89,$19329,$22918,$11371,750,5,Steve Lawrence
1729,29,56,1990,9,Female,8958 Catherine Street,40.3,-112.3,$24445,$49842,$79750,698,1,Heidi Lewis
1466,36,75,1983,4,Female,3194 Norfolk Street,38.64,-75.61,$17624,$35933,$23451,812,2,Faith Buck
1226,42,67,1978,2,Male,376 Fourth Drive,21.34,-157.72,$18080,$36860,$65049,714,3,Johnathan Lane
1755,53,70,1967,2,Male,302 Park Boulevard,31.96,-83.77,$13864,$28269,$66681,734,6,Anthony Martin
475,20,66,1999,11,Male,135 Spruce Lane,41.02,-84.04,$19827,$40426,$76199,727,1,Paul Anderson
1956,43,71,1976,8,Female,93 11th Avenue,33.81,-117.97,$18330,$37371,$3378,739,4,Brittany Moore
706,33,68,1986,9,Female,212 Ocean View Avenue,38.02,-122.54,$33148,$67589,$106072,602,2,Tanya Floyd
474,55,66,1964,4,Male,455 Little Creek Boulevard,40.75,-73.64,$39705,$80957,$161166,683,6,David Clayton
1259,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,$94302,$192269,$100192,700,6,Natalie Williams
320,34,75,1985,8,Male,6444 Madison Drive,32.22,-110.82,$17480,$35641,$64419,625,2,Anthony Johnson
93,33,69,1986,8,Female,850 Birch Avenue,35.75,-87.79,$14073,$28696,$52910,686,4,Angela Davis
1182,30,65,1989,4,Male,7350 Fourth Lane,43.21,-75.47,$18712,$38153,$92466,658,1,John Allen
150,51,73,1968,8,Female,2897 West Street,38.7,-77.24,$35062,$71490,$0,782,3,Jessica Brooks
1327,20,67,1999,12,Female,3183 Burns Boulevard,45.94,-122.67,$21093,$43006,$26144,688,2,Monica Wood
784,44,67,1975,6,Male,41043 Lincoln Lane,30.19,-90.78,$24289,$49523,$89129,688,4,Richard Page
1471,31,76,1988,11,Male,7948 Martin Luther King Avenue,35.1,-90.0,$10730,$21876,$20169,786,2,Anthony Craig
367,27,67,1992,8,Female,8893 Valley Drive,41.52,-87.42,$21992,$44843,$67179,756,2,Rachael Dougherty
1050,43,65,1976,3,Female,41332 Lincoln Avenue,35.98,-78.91,$17625,$35938,$47204,670,3,Jessica Barrera
207,73,65,1946,10,Female,518 Main Street,36.58,-79.4,$16745,$28553,$19507,745,5,Elizabeth Mahoney
1838,18,68,2001,12,Female,753 East Avenue,35.05,-78.87,$19520,$39803,$53607,695,1,Betty Hill
798,50,68,1969,9,Female,9982 Summit Boulevard,33.57,-117.14,$24069,$49076,$56547,715,4,Jessica Mills
1207,41,65,1978,10,Male,8425 East Lane,41.47,-81.67,$27646,$56368,$71544,664,3,Calvin Mccann
1012,35,66,1984,6,Female,9006 Ocean Boulevard,39.95,-75.16,$16114,$32855,$94228,693,2,Betty King
844,65,64,1955,2,Male,364 Eighth Drive,32.75,-97.33,$21401,$18149,$26672,738,2,Donald Mclaughlin
334,44,65,1975,11,Male,8349 Valley Avenue,41.16,-82.22,$19818,$40407,$25986,697,3,Jeffrey Dixon
815,19,60,2000,6,Male,57285 Jefferson Avenue,33.61,-112.46,$23747,$48418,$73106,756,2,Jeremy Robles
1100,61,73,1958,7,Male,9888 Washington Boulevard,40.72,-73.51,$29337,$59815,$73325,573,2,Christopher Bradley
407,23,66,1996,8,Female,9392 Fifth Avenue,41.83,-87.68,$20822,$42454,$63754,750,4,Christina Roberts
1244,43,69,1976,5,Female,580 Fifth Boulevard,35.28,-81.28,$16073,$32775,$72785,637,1,Karen Simpson
1740,36,67,1983,12,Male,42720 East Drive,42.86,-88.33,$28215,$57532,$61268,735,4,Johnny Riley
1754,34,67,1985,11,Female,97 Fourth Drive,34.58,-94.23,$12910,$26325,$32456,562,1,Diane Anderson
1184,70,74,1950,1,Male,20382 Park Drive,37.56,-121.98,$33727,$68765,$75608,798,5,Adam Harrell
1440,26,58,1993,4,Male,7344 Oak Drive,41.42,-78.55,$18965,$38670,$80894,630,1,James Diaz
200,57,65,1962,11,Female,4940 Ocean View Drive,38.21,-82.56,$17918,$36528,$109785,701,3,Margaret Webster
1446,28,61,1991,4,Male,54 Burns Avenue,34.02,-94.73,$13811,$28163,$50872,689,4,Daniel Schaefer
1263,56,70,1963,8,Female,212 Mountain View Lane,33.95,-84.54,$17977,$36652,$60949,600,3,Pamela Armstrong
1483,18,70,2001,12,Male,65690 Bayview Lane,41.93,-71.29,$26693,$54427,$96369,714,2,Mark Mason
1085,27,66,1992,6,Female,563 Jefferson Boulevard,32.97,-117.02,$36390,$74198,$16084,838,3,Sarah Christensen
1961,18,66,2002,1,Male,6295 Norfolk Boulevard,35.59,-77.37,$17116,$34904,$46002,657,2,John Wall
776,55,73,1964,12,Male,905 West Avenue,35.1,-90.0,$47798,$97455,$219213,616,2,Christopher Smith
890,37,66,1983,1,Female,911 Ocean Boulevard,33.87,-117.89,$25592,$52181,$26792,727,2,Lisa Smith
1445,68,68,1951,6,Male,8199 Park Boulevard,41.12,-85.87,$17969,$27939,$11243,841,5,Steven Osborne
74,54,74,1965,5,Female,1444 Plum Boulevard,38.86,-104.76,$20579,$41957,$151027,783,3,Margaret Hughes
1216,26,61,1993,11,Female,9129 Lexington Lane,37.74,-84.29,$19666,$40102,$57857,601,6,Jennifer Williamson
797,61,69,1958,9,Female,7945 Fourth Avenue,21.3,-157.85,$30410,$62005,$149968,651,9,Dawn Wood
610,18,58,2002,1,Male,36 First Drive,47.78,-117.45,$21609,$44061,$107955,713,4,Michael Montes
1917,49,69,1970,5,Male,3225 Lexington Street,40.92,-72.92,$28694,$58503,$37838,680,4,Joshua Cobb
975,28,67,1991,5,Female,34542 Ninth Drive,42.88,-78.85,$14456,$29478,$39224,675,2,Sheena Thompson
109,29,66,1990,8,Female,933 Sussex Drive,45.6,-108.68,$19625,$40005,$37694,737,2,Ann Gonzales
547,70,66,1949,5,Male,111 Hillside Avenue,42.62,-88.63,$18351,$31901,$16285,778,4,Mark White
347,28,63,1991,8,Female,5671 Sussex Drive,25.77,-80.2,$21602,$44046,$57982,557,3,Deborah Grant
201,61,65,1958,5,Male,206 Pine Lane,41.52,-88.12,$17567,$35823,$96691,732,3,William Farmer
1368,29,69,1990,5,Female,637 Littlewood Drive,37.22,-77.28,$22059,$44976,$80109,717,2,Shelley Baker
1547,28,66,1992,2,Male,768 Valley Stream Drive,43.54,-89.46,$19635,$40035,$69241,684,2,Robert Hayes
